File Name,Average Current (A),Current Standard Deviation (A),Pulse Width (us),UVLED Pulse Frequency (Hz),Response Ratio (measured:actual),Ratio Error,
2017-05-23_pulsegen-00.csv,9.93061960654e-07,8.1377626782e-08,1,90000,1.4556081538830634,0.11928151694534936
2017-05-23_pulsegen-01.csv,9.33114861333e-07,9.01555726197e-10,1,84000,1.4654346727029688,0.00141587180237986
2017-05-23_pulsegen-02.csv,5.84530724e-07,1.33958452209e-09,1,36000,2.141980364168889,0.004908833059836467
2017-05-23_pulsegen-03.csv,9.70902586e-07,1.17786573423e-09,1,92000,1.3921898820121739,0.001688957039778496
2017-05-23_pulsegen-04.csv,1.04822825333e-06,9.07842388572e-10,1,103000,1.3425463221290643,0.0011627433776739637
2017-05-23_pulsegen-05.csv,4.25466731333e-07,1.03773131694e-09,1,15000,3.741838079829958,0.00912650102204832
2017-05-23_pulsegen-06.csv,1.08987786e-06,9.08612092003e-10,1,109000,1.3190521769834864,0.0010996707080461997
2017-05-23_pulsegen-07.csv,8.12476466667e-07,9.38084429936e-10,1,70000,1.531169935467295,0.001767887114245102
2017-05-23_pulsegen-08.csv,7.71942482667e-07,9.4852780453e-10,1,64000,1.5911664423973542,0.0019551529370874627
2017-05-23_pulsegen-09.csv,5.94462527333e-07,9.34633803861e-10,1,39000,2.010807605276138,0.0031614587539831574
2017-05-23_pulsegen-10.csv,3.46659042667e-07,1.162339932e-09,1,3000,15.243753636210215,0.05111196127648
2017-05-23_pulsegen-100.csv,4.11964653333e-07,1.60218405957e-09,1,14000,3.881884076263526,0.015097151509891032
2017-05-23_pulsegen-101.csv,4.83551247333e-07,9.01554819017e-10,1,24000,2.65792002284039,0.004955546321863444
2017-05-23_pulsegen-102.csv,4.33889766e-07,1.22903263769e-09,1,17000,3.3669845841600003,0.009537293268474401
2017-05-23_pulsegen-103.csv,3.84488740667e-07,1.00567089389e-09,1,10000,5.072175466879065,0.013266810432196883
2017-05-23_pulsegen-104.csv,5.38675994667e-07,1.28174120008e-09,1,32000,2.220691788014708,0.005283978097329801
2017-05-23_pulsegen-105.csv,5.12401100667e-07,9.6866871086e-10,1,28000,2.414141185713952,0.0045638134405946865
2017-05-23_pulsegen-106.csv,1.05654202e-06,1.00652137232e-09,1,105000,1.3274192693180953,0.0012645742803471848
2017-05-23_pulsegen-107.csv,5.82389507333e-07,7.76530665726e-10,1,38000,2.0218111528255096,0.0026957875111203664
2017-05-23_pulsegen-108.csv,1.12053937333e-06,8.9924080977e-10,1,114000,1.2966802993832773,0.0010405951546040213
2017-05-23_pulsegen-109.csv,8.85811465333e-07,1.25190508144e-09,1,81000,1.44266973465098,0.0020389051647353683
2017-05-23_pulsegen-11.csv,1.11792949333e-06,1.63825763032e-09,1,113000,1.3051084846025987,0.0019125570494850836
2017-05-23_pulsegen-110.csv,8.72173698667e-07,1.62573567872e-09,1,79000,1.4564196750398817,0.0027147727941359803
2017-05-23_pulsegen-111.csv,3.65206378667e-07,1.33731642706e-09,1,7000,6.882575067678663,0.025202683293965033
2017-05-23_pulsegen-112.csv,6.45748385333e-07,1.11957411744e-09,1,47000,1.8124920636836035,0.0031424301611209533
2017-05-23_pulsegen-113.csv,4.62133276e-07,1.2705172399e-09,1,21000,2.903077227139048,0.007981268299409906
2017-05-23_pulsegen-114.csv,6.40051778667e-07,1.47485180402e-09,1,46000,1.8355571878641448,0.004229618477963444
2017-05-23_pulsegen-115.csv,5.04619423333e-07,1.11879384991e-09,1,27000,2.465533123188495,0.0054663438770417485
2017-05-23_pulsegen-116.csv,1.00047383533e-06,1.36673295368e-09,1,97000,1.3606444160488003,0.0018587568170048002
2017-05-23_pulsegen-117.csv,1.07670074667e-06,1.43459061843e-09,1,108000,1.315170023154689,0.0017523258739193114
2017-05-23_pulsegen-118.csv,8.29736006e-07,1.08483743595e-09,1,73000,1.499435259061918,0.001960434993842795
2017-05-23_pulsegen-119.csv,5.27675102e-07,1.12952600835e-09,1,30000,2.3203633151946668,0.004966902367384401
2017-05-23_pulsegen-12.csv,7.14821599333e-07,1.18732924793e-09,1,56000,1.6839154532858818,0.0027970084711951004
2017-05-23_pulsegen-13.csv,9.84225213333e-07,1.28717233069e-09,1,94000,1.3812658525839294,0.001806423126219413
2017-05-23_pulsegen-14.csv,8.28247469333e-07,1.50331442411e-09,1,72000,1.5175334188112413,0.002754406094841545
2017-05-23_pulsegen-15.csv,1.13135544e-06,1.29020945834e-09,1,115000,1.2978122577808697,0.0014800385369061985
2017-05-23_pulsegen-16.csv,1.14155993333e-06,1.26120484018e-09,1,116000,1.2982291931456347,0.0014342943320391865
2017-05-23_pulsegen-17.csv,6.37441962e-07,1.2706542449e-09,1,45000,1.8686965250453336,0.0037249935108268446
2017-05-23_pulsegen-18.csv,9.47669739333e-07,2.17155101482e-09,1,89000,1.4046808091326894,0.003218775391854544
2017-05-23_pulsegen-19.csv,3.46114828667e-07,1.47158177788e-09,1,4000,11.414867049437662,0.04853276703448241
2017-05-23_pulsegen-20.csv,8.83055369333e-07,1.92825697979e-09,1,77000,1.512891744446875,0.003303580010050608
2017-05-23_pulsegen-21.csv,4.32555613333e-07,1.21524542057e-09,1,13000,4.389441270068413,0.012331936606276494
2017-05-23_pulsegen-22.csv,4.54698513333e-07,1.33563390741e-09,1,16000,3.7489892424305857,0.011012301566595453
2017-05-23_pulsegen-23.csv,6.3718705e-07,1.45685613487e-09,1,42000,2.001374181809524,0.0045759157455250105
